source,recipient,issueDomain,amount,flowType,traceability,largeDonorShare,sourceRecordId,sourceUrl,committeeType,spendingPurpose,supportOppose,disclosureLag
HOUSEHOLD & COMMERICAL PRODUCTS ASSOCIATION INC,Opaque issue-advocacy capacity,democracy,0.0448,DARK_MONEY,0.2400,0.6400,131084295,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
CCDC COMMON AREA ASSOCIATION,Opaque issue-advocacy capacity,democracy,0.0446,DARK_MONEY,0.2400,0.6400,455506410,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
CONSUMER DATA INDUSTRY ASSOCIATION INC,Opaque issue-advocacy capacity,technology,0.0435,DARK_MONEY,0.2400,0.6400,430164315,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
DISTRICT OF COLUMBIA HOSPITAL ASSOCIATION,Opaque issue-advocacy capacity,democracy,0.0435,DARK_MONEY,0.2400,0.6400,521135713,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
GLOBAL BUSINESS ALLIANCE INC,Opaque issue-advocacy capacity,democracy,0.0433,DARK_MONEY,0.2400,0.6400,133218529,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
INVESTMENT ADVISER ASSOCIATION,Opaque issue-advocacy capacity,democracy,0.0432,DARK_MONEY,0.2400,0.6400,136130873,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
STATE GOVERNMENT LEADERSHIP FOUNDATION,Opaque issue-advocacy capacity,democracy,0.0423,DARK_MONEY,0.1200,0.7400,200505849,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(4) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
COUNCIL OF LARGE PUBLIC HOUSING AUTHORITIES INC,Opaque issue-advocacy capacity,democracy,0.0418,DARK_MONEY,0.1200,0.7400,042752972,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(4) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
ARDA RESORT OWNERS COALITION,Opaque issue-advocacy capacity,democracy,0.0415,DARK_MONEY,0.1200,0.7400,461457252,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(4) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
ONE ACTION,Opaque issue-advocacy capacity,democracy,0.0404,DARK_MONEY,0.1200,0.7400,020544768,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(4) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
AMERICAN MEDICAL REHABILITATION PROVIDERS ASSOCIATION,Opaque issue-advocacy capacity,democracy,0.0402,DARK_MONEY,0.2400,0.6400,364184771,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
ORGANIC TRADE ASSOCIATION,Opaque issue-advocacy capacity,democracy,0.0401,DARK_MONEY,0.2400,0.6400,232341522,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
COUNCIL FOR RESPONSIBLE NUTRITION,Opaque issue-advocacy capacity,democracy,0.0395,DARK_MONEY,0.2400,0.6400,520975324,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
NATIONAL COORDINATING COMMITTEE FOR MULTIEMPLOYER PLANS,Opaque issue-advocacy capacity,democracy,0.0395,DARK_MONEY,0.1200,0.7400,521041104,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(4) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
ASSOCIATION FOR CONSUMER DEBT RELIEF,Opaque issue-advocacy capacity,democracy,0.0392,DARK_MONEY,0.2400,0.6400,203796648,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
FLAVOR & EXTRACT MANUFACTURERS ASSOCIATION OF THE UNITED STATES,Opaque issue-advocacy capacity,democracy,0.0389,DARK_MONEY,0.2400,0.6400,237104346,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
NATIONAL ASSOCIATION OF BENEFITS AND INSURANCE PROFESSIONALS,Opaque issue-advocacy capacity,finance,0.0388,DARK_MONEY,0.2400,0.6400,362144394,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
BEER INSTITUTE INC,Opaque issue-advocacy capacity,democracy,0.0388,DARK_MONEY,0.2400,0.6400,521439662,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
COUNCIL FOR CITIZENS AGAINST GOVERNMENT WASTE,Opaque issue-advocacy capacity,democracy,0.0386,DARK_MONEY,0.1200,0.7400,521369152,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(4) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
A PHILIP RANDOLPH INSTITUTE INC,Opaque issue-advocacy capacity,democracy,0.0369,DARK_MONEY,0.1200,0.7400,132548181,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(4) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
NATIONAL ASSOCIATION OF ACOS,Opaque issue-advocacy capacity,democracy,0.0365,DARK_MONEY,0.2400,0.6400,461581524,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
REPUBLICAN GOVERNORS PUBLIC POLICY COMMITTEE,Opaque issue-advocacy capacity,democracy,0.0358,DARK_MONEY,0.1200,0.7400,200309803,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(4) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
SURETY & FIDELITY ASSOCIATION OF AMERICA,Opaque issue-advocacy capacity,democracy,0.0358,DARK_MONEY,0.2400,0.6400,260003391,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
NATIONAL ASSOCIATION OF INVESTMENT COS,Opaque issue-advocacy capacity,democracy,0.0355,DARK_MONEY,0.2400,0.6400,222072345,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
AMERICAN BIOGAS COUNCIL,Opaque issue-advocacy capacity,energy,0.0352,DARK_MONEY,0.2400,0.6400,272221142,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
NATIONAL ALLIANCE OF FOREST OWNERS,Opaque issue-advocacy capacity,democracy,0.0351,DARK_MONEY,0.2400,0.6400,262095012,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
NATIONAL WOMENS LAW CENTER ACTION FUND,Opaque issue-advocacy capacity,democracy,0.0350,DARK_MONEY,0.1200,0.7400,460639645,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(4) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
INTELLECTUAL PROPERTY OWNERS ASSOCIATION,Opaque issue-advocacy capacity,democracy,0.0350,DARK_MONEY,0.2400,0.6400,520948513,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
NATIONAL ASSOCIATION OF SPECIALTY PHARMACY INC,Opaque issue-advocacy capacity,democracy,0.0344,DARK_MONEY,0.2400,0.6400,460917764,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
ANIMAL HEALTH INSTITUTE,Opaque issue-advocacy capacity,democracy,0.0340,DARK_MONEY,0.2400,0.6400,420707629,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
AMERICAN BENEFITS COUNCIL,Opaque issue-advocacy capacity,democracy,0.0336,DARK_MONEY,0.2400,0.6400,066100040,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
UNITED STATES HISPANIC CHAMBER OF COMMERCE,Opaque issue-advocacy capacity,democracy,0.0336,DARK_MONEY,0.2400,0.6400,431249249,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
ERISA INDUSTRY COMMITTEE,Opaque issue-advocacy capacity,democracy,0.0336,DARK_MONEY,0.2400,0.6400,521077961,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
PET FOOD INSTITUTE,Opaque issue-advocacy capacity,democracy,0.0335,DARK_MONEY,0.2400,0.6400,200055176,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
INSTITUTE FOR PORTFOLIO ALTERNATIVES INC,Opaque issue-advocacy capacity,democracy,0.0335,DARK_MONEY,0.2400,0.6400,222597521,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
CENTER FOR POPULAR DEMOCRACY ACTION FUND,Opaque issue-advocacy capacity,democracy,0.0333,DARK_MONEY,0.1200,0.7400,453860271,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(4) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
AMERICAN TORT REFORM ASSOCIATION,Opaque issue-advocacy capacity,democracy,0.0333,DARK_MONEY,0.2400,0.6400,521464785,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
NATURAL GAS SUPPLY ASSOCIATION,Opaque issue-advocacy capacity,energy,0.0326,DARK_MONEY,0.2400,0.6400,520823671,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
DIRECT SELLING ASSOCIATION,Opaque issue-advocacy capacity,democracy,0.0321,DARK_MONEY,0.2400,0.6400,410659918,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
HEALTHCARE LEADERSHIP COUNCIL,Opaque issue-advocacy capacity,democracy,0.0317,DARK_MONEY,0.2400,0.6400,363668803,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
50CAN ACTION FUND INC,Opaque issue-advocacy capacity,democracy,0.0314,DARK_MONEY,0.1200,0.7400,454698768,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(4) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
ELECTRIC POWER SUPPLY ASSOCIATION,Opaque issue-advocacy capacity,energy,0.0311,DARK_MONEY,0.2400,0.6400,521497342,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
BALLOT INITIATIVE STRATEGY CENTER INC,Opaque issue-advocacy capacity,democracy,0.0307,DARK_MONEY,0.1200,0.7400,043411708,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(4) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
INSIGHTS ASSOCIATION INC,Opaque issue-advocacy capacity,democracy,0.0303,DARK_MONEY,0.2400,0.6400,132942996,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
INTERNATIONAL DOOR ASSOCIATION INC,Opaque issue-advocacy capacity,democracy,0.0303,DARK_MONEY,0.2400,0.6400,311411356,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
NATIONAL BAR ASSOCIATION INC,Opaque issue-advocacy capacity,democracy,0.0296,DARK_MONEY,0.2400,0.6400,480793589,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
WIRELESS INTERNET SERVICE PROVIDERS ASSOCIATION,Opaque issue-advocacy capacity,technology,0.0292,DARK_MONEY,0.2400,0.6400,202181498,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
PUBLIC POLICY FUND INC,Opaque issue-advocacy capacity,democracy,0.0292,DARK_MONEY,0.2400,0.6400,205734264,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
SUGAR ASSOCIATION INC,Opaque issue-advocacy capacity,democracy,0.0286,DARK_MONEY,0.2400,0.6400,132614920,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
COUNCIL OF INSTITUTIONAL INVESTORS,Opaque issue-advocacy capacity,democracy,0.0285,DARK_MONEY,0.2400,0.6400,521380217,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
AMERICAN ENERGY ALLIANCE,Opaque issue-advocacy capacity,energy,0.0283,DARK_MONEY,0.1200,0.7400,262731617,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(4) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
LARGE PUBLIC POWER COUNCIL,Opaque issue-advocacy capacity,democracy,0.0281,DARK_MONEY,0.2400,0.6400,061242756,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
INTERNATIONAL LIQUID TERMINALS ASSOCIATION,Opaque issue-advocacy capacity,democracy,0.0281,DARK_MONEY,0.2400,0.6400,521038765,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
FOUNDATION FOR AMERICAN SECURITY AND FREEDOM INC,Opaque issue-advocacy capacity,democracy,0.0279,DARK_MONEY,0.1200,0.7400,472671140,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(4) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
INSTITUTE OF SCRAP RECYCLING INDUSTRIES INC,Opaque issue-advocacy capacity,democracy,0.0276,DARK_MONEY,0.2400,0.6400,521572944,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
AMERICAN AMBULANCE ASSOCIATION,Opaque issue-advocacy capacity,democracy,0.0270,DARK_MONEY,0.2400,0.6400,060924858,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
CHAMBER OF DIGITAL COMMERCE,Opaque issue-advocacy capacity,democracy,0.0270,DARK_MONEY,0.2400,0.6400,471183361,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
COMMITTEE ON PIPE & TUBE IMPORTS,Opaque issue-advocacy capacity,democracy,0.0264,DARK_MONEY,0.2400,0.6400,521390829,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
AMERICAN PUBLIC GAS ASSOCIATION,Opaque issue-advocacy capacity,energy,0.0250,DARK_MONEY,0.2400,0.6400,520805605,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
NATIONAL FOREIGN TRADE COUNCIL INC,Opaque issue-advocacy capacity,democracy,0.0249,DARK_MONEY,0.2400,0.6400,135266965,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
NATIONAL NEWSPAPERS PUBLISHERS ASSOCIATION,Opaque issue-advocacy capacity,democracy,0.0249,DARK_MONEY,0.2400,0.6400,520982972,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
NATIONAL ASSOCIATION FOR BEHAVIORAL HEALTHCARE,Opaque issue-advocacy capacity,democracy,0.0243,DARK_MONEY,0.2400,0.6400,221661978,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
EMPLOYEE BENEFIT RESEARCH INSTITUTE,Opaque issue-advocacy capacity,democracy,0.0243,DARK_MONEY,0.2400,0.6400,521134631,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
TAXPAYERS PROTECTION ALLIANCE,Opaque issue-advocacy capacity,finance,0.0241,DARK_MONEY,0.1200,0.7400,450702828,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(4) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
RAILWAY SUPPLY INSTITUTE INC,Opaque issue-advocacy capacity,democracy,0.0237,DARK_MONEY,0.2400,0.6400,362483079,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
EMILYS LIST ACTION,Opaque issue-advocacy capacity,democracy,0.0234,DARK_MONEY,0.1200,0.7400,461067490,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(4) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
FIX THE DEBT COALITION INC,Opaque issue-advocacy capacity,democracy,0.0231,DARK_MONEY,0.1200,0.7400,461321030,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(4) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
THE NETWORK,Opaque issue-advocacy capacity,democracy,0.0231,DARK_MONEY,0.1200,0.7400,520984255,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(4) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
COALITION FOR COMMON SENSE IN GOVT PROCUREMENT,Opaque issue-advocacy capacity,procurement,0.0226,DARK_MONEY,0.2400,0.6400,521173228,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
GLOBAL ALLIANCE FOR PATIENT ACCESS,Opaque issue-advocacy capacity,democracy,0.0223,DARK_MONEY,0.1200,0.7400,464320131,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(4) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
CORNET ASSOCIATION OF AMERICA,Opaque issue-advocacy capacity,democracy,0.0222,DARK_MONEY,0.1200,0.7400,272521668,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(4) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
PUBLIC HOUSING AUTHORITIES DIRECTORS ASSOCIATION,Opaque issue-advocacy capacity,democracy,0.0214,DARK_MONEY,0.2400,0.6400,222763123,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
NATIONAL ASSOCIATION OF LONG TERM CARE ADMINISTRATOR BOARDS INC,Opaque issue-advocacy capacity,democracy,0.0209,DARK_MONEY,0.2400,0.6400,237155858,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
NATIONAL ASSOCIATION OF DEVELOPMENT ORGANIZATIONS,Opaque issue-advocacy capacity,democracy,0.0207,DARK_MONEY,0.1200,0.7400,411261188,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(4) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
NATIONAL ASSOCIATION OF CONSUMER ADVOCATES INC,Opaque issue-advocacy capacity,democracy,0.0206,DARK_MONEY,0.2400,0.6400,043239354,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
NATIONAL ASSOCIATION OF ENROLLED AGENTS,Opaque issue-advocacy capacity,democracy,0.0205,DARK_MONEY,0.2400,0.6400,237183380,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
ASSOCIATION OF METROPOLITAN WATER AGENCIES,Opaque issue-advocacy capacity,democracy,0.0203,DARK_MONEY,0.2400,0.6400,521263300,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
NATIONAL DEMOLITION ASSOCIATION,Opaque issue-advocacy capacity,democracy,0.0198,DARK_MONEY,0.2400,0.6400,237193442,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
NATIONAL ASSOCIATION OF FEDERALLY IMPACTED SCHOOLS,Opaque issue-advocacy capacity,democracy,0.0198,DARK_MONEY,0.1200,0.7400,237257037,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(4) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
POPULATION CONNECTION ACTION FUND,Opaque issue-advocacy capacity,democracy,0.0195,DARK_MONEY,0.1200,0.7400,463083014,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(4) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
NATIONAL COMMUNITY ACTION FOUNDATION INC,Opaque issue-advocacy capacity,democracy,0.0190,DARK_MONEY,0.1200,0.7400,521219782,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(4) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
REGIONAL AIRLINE ASSOCIATION,Opaque issue-advocacy capacity,democracy,0.0189,DARK_MONEY,0.2400,0.6400,521039526,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
AMERICAN AUTOMOTIVE POLICY COUNCIL INC,Opaque issue-advocacy capacity,democracy,0.0188,DARK_MONEY,0.2400,0.6400,271157879,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
WINDOW & DOOR MANUFACTURERS ASSOCIATION,Opaque issue-advocacy capacity,democracy,0.0187,DARK_MONEY,0.2400,0.6400,361522410,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
INDUSTRIAL TRUCK ASSOCIATION,Opaque issue-advocacy capacity,democracy,0.0185,DARK_MONEY,0.2400,0.6400,251124211,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
DEFENSE CREDIT UNION COUNCIL INC,Opaque issue-advocacy capacity,finance,0.0182,DARK_MONEY,0.2400,0.6400,391405036,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
NEW MARKETS TAX CREDIT COALITION,Opaque issue-advocacy capacity,finance,0.0179,DARK_MONEY,0.1200,0.7400,331028007,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(4) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
LATINO CORPORATE DIRECTORS ASSOCIATION,Opaque issue-advocacy capacity,democracy,0.0178,DARK_MONEY,0.2400,0.6400,461866372,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
KOREA ECONOMIC INSTITUTE OF AMERICA,Opaque issue-advocacy capacity,democracy,0.0177,DARK_MONEY,0.2400,0.6400,521238765,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
NATIONAL ASSOCIATION OF ENERGY SERVICE COMPANIES,Opaque issue-advocacy capacity,energy,0.0177,DARK_MONEY,0.2400,0.6400,521318222,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
WATERWAYS COUNCIL INC,Opaque issue-advocacy capacity,democracy,0.0175,DARK_MONEY,0.2400,0.6400,260080090,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
NATIONAL COUNCIL OF TEXTILE ORGANIZATIONS,Opaque issue-advocacy capacity,democracy,0.0172,DARK_MONEY,0.2400,0.6400,200767664,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
NATIONAL HEALTH CARE ANTI-FRAUD ASSOCIATION,Opaque issue-advocacy capacity,democracy,0.0167,DARK_MONEY,0.2400,0.6400,521473117,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
ASSOCIATION OF STATE & TERRITORIAL SOLID WASTE MANAGEMENT OFFICIALS,Opaque issue-advocacy capacity,democracy,0.0166,DARK_MONEY,0.2400,0.6400,237446280,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
US - UAE BUSINESS COUNCIL,Opaque issue-advocacy capacity,democracy,0.0164,DARK_MONEY,0.2400,0.6400,271382753,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
ENVIRONMENTAL COUNCIL OF STATES INC,Opaque issue-advocacy capacity,energy,0.0164,DARK_MONEY,0.2400,0.6400,363962169,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
ADVANCED WOODY BIOMASS ALLIANCE,Opaque issue-advocacy capacity,democracy,0.0162,DARK_MONEY,0.2400,0.6400,275484284,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
AMERICAN ASSOCIATION OF COSMETOLOGY SCHOOLS INC,Opaque issue-advocacy capacity,democracy,0.0159,DARK_MONEY,0.2400,0.6400,136163824,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
NATIONAL ASIAN & PACIFIC ISLANDER AMERICAN CHAMBER OF COMMERCE & ENT,Opaque issue-advocacy capacity,democracy,0.0159,DARK_MONEY,0.2400,0.6400,462071116,https://www.irs.gov/pub/irs-soi/eo_dc.csv,501(c)(6) capacity proxy,opaque nonprofit advocacy capacity proxy,,0.5500
